일시,지점,폭염여부(1/0),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(1/0),열대야(1/0),자외선지수(단계)
2023-07-18,구리(569),0,29.2,27.6,24.2,22,89,0,0,1
2023-07-18,성남(572),0,28.3,26.6,23.8,22,89,0,0,1
2023-07-18,양구(556),0,28.3,26.4,23.8,21.4,89,0,0,1
2023-07-18,철원(95),0,30.2,28.7,24.5,21.3,88.5,0,0,1
2023-07-18,태백(216),0,25.1,23.2,21,19,88.4,0,0,1
2023-07-18,양양(670),0,29,27.3,24.8,23.4,88,0,0,1
2023-07-18,군포(438),0,29,27.6,24.2,22.7,88,0,0,1
2023-07-18,포천(504),0,29.5,28.4,24.5,21.5,88,0,0,1
2023-07-18,서울(108),0,29.6,27.7,25.2,24.1,87.9,0,0,1
2023-07-18,속초(90),0,29.8,28.1,25,22.7,87,0,0,1
2023-07-18,연천청산(652),0,30.3,29,24.6,22.1,87,0,0,3
2023-07-18,부천(433),0,27.9,26.7,23.6,22,86,0,0,2
2023-07-18,광명(437),0,29.6,28.4,25.5,24,85,0,0,2
2023-07-17,제주(184),0,32.7,31.4,27.8,26,82.4,1,1,4
2023-07-17,광주(156),1,34.6,32,25,22.8,98.4,0,0,4
2023-07-17,광양읍(713),1,33,30.7,25.8,23.5,98,0,0,4
2023-07-17,구례(709),0,32.8,30.7,25.1,23.4,97,0,0,3
2023-07-17,삼천포(907),0,31.2,28.4,24.9,22.9,97,0,0,4
2023-07-17,평택(551),0,31.4,28.6,25.2,22.8,97,0,0,1
2023-07-17,태안(627),0,29.9,27.1,24.1,22.5,97,0,0,2
2023-07-17,여주(548),0,30,27.9,24.1,22.4,97,0,0,2
2023-07-17,의정부(532),0,30.3,27.2,24.6,22.4,97,0,0,2
2023-07-17,나주(710),1,33.3,31.5,24.6,22.3,97,0,0,4
2023-07-17,파주(99),0,28.9,26.2,23.7,22.2,97,0,0,2
2023-07-17,흑산도(169),0,30.9,28.5,23.5,21.1,96.9,0,0,4
2023-07-17,하동(932),0,31.7,29.2,25.4,23.1,96,0,0,3
2023-07-17,당진(616),0,30.5,28.1,24.6,22.9,96,0,0,2
2023-07-17,함평(754),0,32.4,30.4,24.9,22.7,96,0,0,3
2023-07-17,안성(516),0,31.1,28.4,24.8,22.7,96,0,0,1
2023-07-17,함양군(264),1,34.3,31.7,25.5,22.3,96,0,0,2
2023-07-17,동두천(98),0,29.1,26.4,23.6,22.2,96,0,0,1
2023-07-17,장흥(260),0,32.5,30.2,25.5,23.1,95.9,0,0,4
2023-07-17,강진군(259),0,32.4,30.5,25.6,23.2,95.8,0,0,1
2023-07-17,완도(170),0,31.8,29.3,25.6,23.8,95.5,0,0,4
2023-07-17,담양(706),1,33.9,31.2,25.4,23.3,95,0,0,3
2023-07-17,영암(731),1,34,32.2,25.9,22.9,95,0,0,4
2023-07-17,고령(812),1,33.2,31,25.5,22.9,95,0,0,3
2023-07-17,오산(550),0,31,28.3,24.8,22.9,95,0,0,2
2023-07-17,보성(732),0,30.6,28.1,24.9,22.9,95,0,0,4
2023-07-17,산청(289),0,32,29.9,24.8,22.6,95,0,0,3
2023-07-17,곡성(768),1,33.5,31.3,25.4,22.4,95,0,0,4
2023-07-17,화천(555),0,31.1,28.3,23.8,20.5,95,0,0,1
2023-07-17,진주(192),1,33,30.9,25.5,22.7,94.8,0,0,4
2023-07-17,남해(295),0,31.2,28.8,25.5,23,94.5,0,0,4
2023-07-17,천안(232),0,31.5,29.4,25.3,23,94.4,0,0,2
2023-07-17,순창군(254),0,32,30.2,24.6,22.5,94.4,0,0,2
2023-07-17,의령군(263),1,33.4,31.2,26.4,23.3,94.1,0,0,4
2023-07-17,순천시(712),0,32.5,29.9,26.3,24.1,94,0,0,4
2023-07-17,고성(918),0,32,29.2,26.2,23.3,94,0,0,4
2023-07-17,창녕(919),1,33.2,31.6,26.1,23.2,94,0,0,4
2023-07-17,이천(203),0,30.9,29.1,25,22.9,94,0,0,1
2023-07-17,김천(822),1,33.9,32.2,25.5,22.7,94,0,0,2
2023-07-17,장성(730),0,32.4,30.9,24.8,22.3,94,0,0,3
2023-07-17,가평조종(505),0,30.1,28,24.4,22.2,94,0,0,2
2023-07-17,양주(598),0,29.5,27.3,24,22.1,94,0,0,2
2023-07-17,용인(549),0,29.1,26.7,23.7,21.8,94,0,0,1
2023-07-17,김해시(253),1,34.5,32.2,26.8,23.7,93.9,0,0,4
2023-07-17,철원(95),0,28.8,26.2,23.7,21.8,93.8,0,0,1
2023-07-17,목포(165),0,32,30.3,25.4,22.8,93.6,0,0,4
2023-07-17,여수(168),0,31.3,28.8,25.8,23.3,93.5,0,0,4
2023-07-17,영주(272),0,31.6,30.5,25,22,93.4,0,0,1
2023-07-17,고흥(262),0,31,28.7,25.5,23.4,93.3,0,0,4
2023-07-17,양산시(257),1,33.4,31.5,27.1,23.7,93,0,0,4
2023-07-17,함안(920),0,32.1,30.6,25.8,23.1,93,0,0,4
2023-07-17,압해도(789),1,33.4,31.5,25.8,22.9,93,0,0,4
2023-07-17,예산(628),0,30.9,29.2,25.1,22.9,93,0,0,2
2023-07-17,증평(623),0,32,30.2,25.6,22.8,93,0,0,2
2023-07-17,아산(634),0,31.9,29.8,24.9,22.8,93,0,0,1
2023-07-17,완주(734),0,32.6,30.9,25.1,22.7,93,0,0,1
2023-07-17,안산(545),0,29.7,28,24.2,21.7,93,0,0,2
2023-07-17,거제(294),0,29.9,27.3,25.7,23.7,92.9,0,0,4
2023-07-17,장수(248),0,30.8,29.6,23.8,21.7,92.9,0,0,3
2023-07-17,홍천(212),0,29.6,28.3,24,22.1,92.5,0,0,1
2023-07-17,문경(273),0,32.9,31.7,25.9,23.1,92.3,0,0,2
2023-07-17,동해(106),0,30.6,28.6,25,22.7,92.1,0,0,1
2023-07-17,옥천(604),0,32.8,31.6,25.6,23.7,92,0,0,2
2023-07-17,칠곡(825),1,34.1,32.4,26.7,23.4,92,0,0,3
2023-07-17,김제(737),1,33.3,31.6,25.9,23.3,92,0,0,1
2023-07-17,서천(614),0,31.1,29,25.4,23,92,0,0,3
2023-07-17,계룡(636),0,31.4,29.8,24.7,22.6,92,0,0,2
2023-07-17,보은(226),0,31.6,30.6,24.7,22.7,91.9,0,0,2
2023-07-17,서산(129),0,30.2,28.2,24.8,22.8,91.8,0,0,2
2023-07-17,금산(238),0,32.4,31.5,24.9,22.6,91.8,0,0,2
2023-07-17,양평(202),0,29.7,28.3,24.1,22,91.8,0,0,2
2023-07-17,임실(244),0,31.3,29.6,24.5,22.2,91.6,0,0,2
2023-07-17,북춘천(93),0,30.6,28.9,24.9,22.6,91.4,0,0,1
2023-07-17,제천(221),0,30.5,28.6,24.4,21.2,91.4,0,0,1
2023-07-17,화성(571),0,29.8,27.7,24.8,23,91,0,0,2
2023-07-17,무안(699),1,33.1,31.2,25.3,22.8,91,0,0,4
2023-07-17,청도(813),0,31.9,30.4,25.3,22.8,91,0,0,4
2023-07-17,군위(823),1,34.1,32.9,25.4,22.7,91,0,0,4
2023-07-17,청양(618),0,32.2,30.6,25.3,22.6,91,0,0,2
2023-07-17,보령(235),0,30.1,28.1,25.1,22.5,91,0,0,2
2023-07-17,남양주(541),0,30.9,29.2,25.1,22.3,91,0,0,2
2023-07-17,과천(590),0,30.3,28.7,25,22.3,91,0,0,2
2023-07-17,의왕(445),0,28.9,27.1,24.3,22.3,91,0,0,2
2023-07-17,연천청산(652),0,28.5,26.3,23.7,21.9,91,0,0,1
2023-07-17,단양(601),0,31.9,30.6,24.8,20.1,91,0,0,1
2023-07-17,남원(247),0,32.6,31.6,25.1,22.7,90.9,0,0,3
2023-07-17,통영(162),0,30.6,28.2,26,23.8,90.8,0,0,4
2023-07-17,영월(121),0,31,29.1,24.6,21.8,90.6,0,0,1
2023-07-17,상주(137),1,33.6,32.2,26.5,23.6,90.4,0,0,2
2023-07-17,부여(236),0,32.3,30.8,26.1,23.5,90.3,0,0,2
2023-07-17,합천(285),0,32.2,30.9,25.2,22.5,90.1,0,0,3
2023-07-17,익산(702),0,32.7,31,25.8,23.7,90,0,0,2
2023-07-17,공주(612),0,31.8,30.6,25.7,23.3,90,0,0,2
2023-07-17,예천(815),0,32.9,31.9,25.4,23,90,0,0,2
2023-07-17,괴산(603),0,32,30.7,25.3,22.3,90,0,0,1
2023-07-17,포천(504),0,29.5,27.2,24.3,22.3,90,0,0,2
2023-07-17,횡성(536),0,29.6,28.2,24.3,22.1,90,0,0,1
2023-07-17,진안(703),0,30.7,29,24.5,21.8,90,0,0,3
2023-07-17,부안(243),0,32.7,31.3,25.8,23.3,89.9,0,0,1
2023-07-17,수원(119),0,29.4,27.5,24.8,23.1,89.8,0,0,2
2023-07-17,거창(284),0,31.9,30.3,25,22,89.8,0,0,4
2023-07-17,의성(278),1,33.8,33.1,25.7,22.8,89.6,0,0,4
2023-07-17,인천(112),0,28.5,26,24.3,23.1,89.4,0,0,2
2023-07-17,해남(261),1,33.8,32.2,26.7,22.9,89.3,0,0,1
2023-07-17,안동(136),0,32.3,30.9,25.3,22.8,89.3,0,0,1
2023-07-17,화순(741),1,33.1,31.8,25.6,23.3,89,0,0,4
2023-07-17,진도군ASOS(268),1,33,30.8,26.7,22.6,89,0,0,3
2023-07-17,경기광주(546),0,29.5,27.8,24,21.8,89,0,0,2
2023-07-17,영양(801),0,32.8,31.7,25.3,21.6,89,0,0,4
2023-07-17,군산(140),0,31.4,29.8,25.8,23.4,88.9,0,0,2
2023-07-17,세종(239),0,31.6,30.3,25.2,23,88.9,0,0,2
2023-07-17,추풍령(135),0,32.4,31.3,25.3,22.6,88.8,0,0,2
2023-07-17,전주(146),0,32.7,31.1,25.7,23.1,88.6,0,0,1
2023-07-17,봉화(271),0,30,28.8,24.4,21.6,88.4,0,0,1
2023-07-17,영광군(252),1,33.6,32.4,26,22.7,88.3,0,0,1
2023-07-17,논산(615),0,32.5,30.9,26.1,24,88,0,0,2
2023-07-17,창원(155),0,32.5,30.7,26.2,23.2,88,0,0,4
2023-07-17,시흥(565),0,30.2,28.2,25.3,22.5,88,0,0,2
2023-07-17,음성(619),0,30.8,29.2,24.7,21.4,88,0,0,1
2023-07-17,고창(172),1,33,31.9,26.2,23,87.8,0,0,1
2023-07-17,인제(211),0,29.5,28.1,24.5,22,87.8,0,0,1
2023-07-17,경산(827),1,33.6,32.8,26.4,23.1,87,0,0,4
2023-07-17,대전(133),0,32.2,31.4,25.4,23.1,87,0,0,2
2023-07-17,군포(438),0,29.9,28.5,24.8,22.9,87,0,0,2
2023-07-17,간성(517),0,29.3,27.5,24.1,22.9,87,0,0,1
2023-07-17,구리(569),0,30.1,28.9,24.8,22.3,87,0,0,2
2023-07-17,하남(444),0,29.4,28.1,24.1,21.9,87,0,0,2
2023-07-17,충주(127),0,30.9,29.5,25.6,22.5,86.9,0,0,2
2023-07-17,울진(130),0,29.6,27.8,24.4,22.3,86.8,0,0,3
2023-07-17,구미(279),1,33.1,32.2,25.9,23,86.5,0,0,2
2023-07-17,부산(159),0,30.9,29,26,23.6,86.4,0,0,4
2023-07-17,서울(108),0,29.6,27.8,25.5,23.7,86.1,0,0,2
2023-07-17,무주(701),0,32.2,31.6,25.5,22.4,86,0,0,1
2023-07-17,양구(556),0,29.8,28.8,24.3,21.9,86,0,0,1
2023-07-17,홍북(608),0,32.8,32.3,25.2,21.6,86,0,0,2
2023-07-17,영천(281),0,32,31,26.2,22.4,85.9,0,0,4
2023-07-17,정선군(217),0,30.2,29.1,24.9,21.4,85.8,0,0,1
2023-07-17,성남(572),0,29.5,28,24.6,22.8,85,0,0,2
2023-07-17,영덕(277),1,33.7,32.9,26.3,22.6,85,0,0,3
2023-07-17,대구(143),0,32.9,32.4,26.7,23.1,84.6,0,0,2
2023-07-17,원주(114),0,29.5,28.4,24.8,22.8,84.6,0,0,1
2023-07-17,밀양(288),0,32.6,31.8,26.3,23,84,0,0,4
2023-07-17,평창(526),0,29.9,28.7,24,20.6,84,0,0,1
2023-07-17,정읍(245),0,32.6,31.9,26.1,23,83.4,0,0,1
2023-07-17,속초(90),0,29.4,27.5,25,23.8,83.3,0,0,1
2023-07-17,진천(602),0,31.9,30.9,26.3,23.3,83,0,0,2
2023-07-17,성주(810),1,33.5,32.8,26.7,23.2,83,0,0,3
2023-07-17,부천(433),0,28,26.4,23.6,21.6,83,0,0,2
2023-07-17,울릉도(115),0,31.8,29.8,26.1,23.2,82.6,0,0,4
2023-07-17,광명(437),0,29.7,28.4,25.9,24,82,0,0,2
2023-07-17,양양(670),0,30.2,29.4,25.2,23.2,82,0,0,1
2023-07-17,청송군(276),0,32.8,32.6,25.5,21.6,81.5,0,0,4
2023-07-17,청주(131),0,32.8,32.5,26.7,24.5,81.3,0,0,2
2023-07-17,울산(152),0,32.3,31.4,27.2,22.8,81,0,0,4
2023-07-17,북강릉(104),0,30.8,29.3,26.2,23.2,80.5,0,0,1
2023-07-17,경주시(283),1,33.8,33.5,27.6,23.3,80.4,0,0,4
2023-07-17,태백(216),0,29.8,29.1,24.2,21.4,79.1,0,0,1
2023-07-17,삼척(876),1,33.2,32.4,26.9,23,76,0,0,1
2023-07-17,포항(138),1,33,33,28.1,24.1,74,0,1,4
2023-07-16,제주(184),1,33.1,32.1,28.2,26.4,81.6,1,1,1
2023-07-16,김해시(253),0,29.4,26,23.7,22,100,0,0,1
2023-07-16,양산시(257),0,29.9,26.4,24.3,22.9,99.5,0,0,1
2023-07-16,칠곡(825),0,30.3,27.3,24.3,22.6,99,0,0,1
2023-07-16,고령(812),0,29.2,25.9,23.8,22.3,99,0,0,1
2023-07-16,함양군(264),0,31.4,28.5,23.8,21.4,99,0,0,3
2023-07-16,삼천포(907),0,28.4,25,22.5,21,99,0,0,1
2023-07-16,흑산도(169),0,27.4,24.1,21.5,20.6,98.9,0,0,1
2023-07-16,남해(295),0,27.3,24,22.8,21.7,98.8,0,0,2
2023-07-16,산청(289),0,28.4,25.1,22.9,21.6,98.3,0,0,1
2023-07-16,의정부(532),0,29.8,26.6,23.9,22.5,98,0,0,2
2023-07-16,함안(920),0,28.5,25.2,23.7,22.4,98,0,0,1
2023-07-16,광주(156),0,32.1,29.1,24.2,22.1,98,0,0,1
2023-07-16,고성(918),0,28.6,25.3,23.4,22,98,0,0,1
2023-07-16,광양읍(713),0,30.2,28,24,21.7,98,0,0,1
2023-07-16,통영(162),0,29.4,26.5,23.4,21.1,97.8,0,0,2
2023-07-16,영주(272),0,29.5,26.8,23,20,97.6,0,0,2
2023-07-16,완도(170),0,31.2,28.6,24.2,21.9,97.5,0,0,3
2023-07-16,고흥(262),0,28.6,25.7,23.3,21.2,97.5,0,0,4
2023-07-16,천안(232),0,29.6,27,24,22,97.4,0,0,2
2023-07-16,압해도(789),0,30.2,27.5,23.8,21.9,97,0,0,1
2023-07-16,거제(294),0,29.4,26.5,23.7,21.8,97,0,0,4
2023-07-16,구례(709),0,31.3,29.2,23.8,21.7,97,0,0,1
2023-07-16,동해(106),0,29.9,27.1,23.9,21.2,97,0,0,1
2023-07-16,화천(555),0,30.2,27.2,22.8,20.3,97,0,0,1
2023-07-16,여수(168),0,27.5,24.4,22.8,21.8,96.9,0,0,1
2023-07-16,의령군(263),0,29.8,26.6,24.3,22.8,96.8,0,0,1
2023-07-16,장흥(260),0,32.1,30,24.1,21.2,96.8,0,0,1
2023-07-16,해남(261),0,30.7,28.7,24.1,21.6,96.4,0,0,1
2023-07-16,문경(273),0,30.1,27.6,23.9,21.3,96.4,0,0,2
2023-07-16,목포(165),0,30.2,28,23.8,21.6,96.3,0,0,1
2023-07-16,태안(627),0,28.1,25.3,23.8,23.1,96,0,0,2
2023-07-16,창녕(919),0,30.1,27.5,24.5,22.9,96,0,0,1
2023-07-16,평택(551),0,29.9,27.3,24.8,22.6,96,0,0,2
2023-07-16,함평(754),0,30.9,28.7,23.9,22.2,96,0,0,1
2023-07-16,하동(932),0,29.1,27.1,23.7,22,96,0,0,3
2023-07-16,가평조종(505),0,29.1,26.5,23.5,22,96,0,0,2
2023-07-16,나주(710),0,31,28.9,23.8,21.6,96,0,0,1
2023-07-16,곡성(768),0,31.4,29.2,23.9,21.2,96,0,0,1
2023-07-16,진도군ASOS(268),0,30.8,29,23.9,22.1,95.8,0,0,2
2023-07-16,거창(284),0,30.2,28.3,23.3,21.8,95.8,0,0,3
2023-07-16,파주(99),0,29,26.2,23.6,22.6,95.6,0,0,2
2023-07-16,강진군(259),0,31.4,30,24.2,21.6,95.6,0,0,1
2023-07-16,진주(192),0,29.1,26.8,23.3,22.2,95.5,0,0,1
2023-07-16,순창군(254),0,30.6,28.7,23.9,21.6,95.1,0,0,1
2023-07-16,담양(706),0,31.7,29.1,24.4,22.3,95,0,0,1
2023-07-16,영암(731),0,31.8,29.8,24.6,22.2,95,0,0,1
2023-07-16,안성(516),0,29.3,27.1,24.2,22.1,95,0,0,2
2023-07-16,증평(623),0,29.7,27.2,24,21.8,95,0,0,2
2023-07-16,청양(618),0,29.2,27.2,23.9,21.7,95,0,0,2
2023-07-16,장성(730),0,29.8,27.9,23.7,21.5,95,0,0,1
2023-07-16,보성(732),0,30.4,28,23.5,20.7,95,0,0,1
2023-07-16,단양(601),0,30.3,28.5,22.5,18.5,95,0,0,2
2023-07-16,동두천(98),0,28.9,26.2,23.5,22.3,94.3,0,0,2
2023-07-16,보은(226),0,29.4,27.6,23.4,20.9,94.1,0,0,2
2023-07-16,당진(616),0,29.2,27,24.4,23,94,0,0,2
2023-07-16,오산(550),0,29.6,27.1,24,22.3,94,0,0,2
2023-07-16,순천시(712),0,30.6,28.3,24.7,22,94,0,0,1
2023-07-16,의성(278),0,30,27.9,24.4,21.8,94,0,0,1
2023-07-16,청도(813),0,28.5,25.8,23.4,21.7,94,0,0,1
2023-07-16,군위(823),0,30.3,28,24.2,21.6,94,0,0,1
2023-07-16,옥천(604),0,30.8,29,24.7,21.4,94,0,0,2
2023-07-16,여주(548),0,29,27.1,23.7,21.4,94,0,0,2
2023-07-16,임실(244),0,29.5,27.3,23.3,21.3,94,0,0,1
2023-07-16,김천(822),0,30.8,28.4,24.2,21,94,0,0,2
2023-07-16,이천(203),0,29.2,27.3,24.2,22.2,93.8,0,0,1
2023-07-16,제천(221),0,28.8,27.1,23.1,20.7,93.1,0,0,2
2023-07-16,인천(112),0,27.4,24.4,23.5,22.9,93,0,0,2
2023-07-16,아산(634),0,30.7,28.5,24.3,22.4,93,0,0,2
2023-07-16,과천(590),0,28.6,26.6,24,22.4,93,0,0,2
2023-07-16,공주(612),0,29.7,27.7,24.2,22.3,93,0,0,2
2023-07-16,무안(699),0,30.7,28.4,24.1,22.1,93,0,0,1
2023-07-16,완주(734),0,30.5,28.6,24.5,21.7,93,0,0,2
2023-07-16,안산(545),0,28.2,26.3,23.4,21.5,93,0,0,2
2023-07-16,합천(285),0,28.6,26,23.4,21.9,92.9,0,0,1
2023-07-16,창원(155),0,27.6,24.7,23.4,21.9,92.9,0,0,1
2023-07-16,보령(235),0,29.4,27.2,24.5,23.4,92.5,0,0,2
2023-07-16,부여(236),0,29.7,27.8,24.6,22.5,92.5,0,0,2
2023-07-16,서산(129),0,28.1,25.7,24.1,22.7,92.3,0,0,2
2023-07-16,봉화(271),0,28,26.4,22.6,20,92.3,0,0,2
2023-07-16,북춘천(93),0,29.5,27.2,24.2,22.5,92.1,0,0,1
2023-07-16,남원(247),0,30.8,29.4,24.2,21.9,92.1,0,0,1
2023-07-16,상주(137),0,30.6,28.2,24.7,21.2,92.1,0,0,2
2023-07-16,김제(737),0,30.7,28.7,25,23.5,92,0,0,3
2023-07-16,서천(614),0,29.4,27.5,24.5,22.9,92,0,0,2
2023-07-16,예산(628),0,29.7,27.6,24.7,22.8,92,0,0,2
2023-07-16,용인(549),0,27.4,25.5,23.2,21.7,92,0,0,2
2023-07-16,계룡(636),0,29.6,27.9,24,21.5,92,0,0,2
2023-07-16,괴산(603),0,29.7,28,23.9,21.3,92,0,0,2
2023-07-16,진안(703),0,28.5,26.4,23.1,21,92,0,0,1
2023-07-16,영양(801),0,30.7,29.2,24.2,20.7,92,0,0,2
2023-07-16,금산(238),0,30,28.4,24.3,21,91.8,0,0,2
2023-07-16,대구(143),0,29.6,27.8,24.4,22.8,91.6,0,0,2
2023-07-16,부산(159),0,28.6,26,23.7,22.2,91.6,0,0,1
2023-07-16,울산(152),0,30.1,27.2,24.1,22.1,91.6,0,0,1
2023-07-16,세종(239),0,29.6,27.7,24,21.6,91.6,0,0,2
2023-07-16,군산(140),0,30.6,28.8,24.6,22.9,91.5,0,0,2
2023-07-16,고창(172),0,30.1,27.8,24.5,22.8,91.3,0,0,1
2023-07-16,경주시(283),0,30.3,27.7,24.4,22.6,91.3,0,0,1
2023-07-16,영월(121),0,28.8,27,23.2,20.6,91.3,0,0,1
2023-07-16,밀양(288),0,28.1,25.4,23.9,22.4,91.1,0,0,1
2023-07-16,영천(281),0,29.8,27.8,24.3,21.9,91.1,0,0,1
2023-07-16,시흥(565),0,28.5,26.5,24.2,23.1,91,0,0,2
2023-07-16,성주(810),0,30.3,28.4,24.2,22.4,91,0,0,1
2023-07-16,양주(598),0,28.7,26.3,24,22.4,91,0,0,2
2023-07-16,남양주(541),0,28.9,26.2,24.3,22.2,91,0,0,2
2023-07-16,의왕(445),0,27.5,25.5,23.5,22.1,91,0,0,2
2023-07-16,예천(815),0,30,28.1,24.1,21.1,91,0,0,2
2023-07-16,영광군(252),0,29.7,27.3,24.1,22.6,90.9,0,0,1
2023-07-16,철원(95),0,29.2,27.2,23.9,22.3,90.8,0,0,1
2023-07-16,추풍령(135),0,29.5,27.6,23.6,20.2,90.8,0,0,2
2023-07-16,양평(202),0,28.4,26.5,23.6,22.2,90.6,0,0,2
2023-07-16,익산(702),0,29.9,28.3,25.2,23.5,90,0,0,2
2023-07-16,화성(571),0,28.7,26.7,24.3,22.6,90,0,0,2
2023-07-16,논산(615),0,30.3,28.8,25,22.5,90,0,0,1
2023-07-16,포천(504),0,28.8,26.4,24,22.5,90,0,0,2
2023-07-16,화순(741),0,31.6,30.2,24.1,21.5,90,0,0,1
2023-07-16,횡성(536),0,28.3,26.5,23.6,21.3,90,0,0,1
2023-07-16,음성(619),0,28.6,26.6,23.3,20.7,90,0,0,2
2023-07-16,서울(108),0,28.4,25.4,24.6,23.7,89.5,0,0,2
2023-07-16,안동(136),0,29.9,28.1,24.6,21.7,89.4,0,0,1
2023-07-16,장수(248),0,28.8,27.2,23.5,20.3,89.1,0,0,1
2023-07-16,홍북(608),0,30.7,29.8,24.3,22.2,89,0,0,2
2023-07-16,경기광주(546),0,27.8,26.1,23.4,21.8,89,0,0,2
2023-07-16,구미(279),0,29.5,27.4,24.3,21.6,89,0,0,1
2023-07-16,부안(243),0,30,28.3,25,23.2,88.5,0,0,2
2023-07-16,홍천(212),0,28.5,26.7,23.7,21.7,88.5,0,0,1
2023-07-16,대전(133),0,29.8,28.5,24.3,21.6,88.5,0,0,2
2023-07-16,경산(827),0,30.3,28.2,24.9,23.4,88,0,0,2
2023-07-16,수원(119),0,28.2,26.4,24.3,22.8,88,0,0,2
2023-07-16,연천청산(652),0,29.4,27.5,24,22.3,88,0,0,1
2023-07-16,무주(701),0,30.4,28.9,24.6,20.7,88,0,0,1
2023-07-16,충주(127),0,29.7,28.1,24.4,21.4,87.8,0,0,2
2023-07-16,영덕(277),0,30.9,29.8,24.9,21.5,87.5,0,0,2
2023-07-16,군포(438),0,27.6,25.9,23.9,22,87,0,0,2
2023-07-16,하남(444),0,27.5,25.3,23.4,21.9,87,0,0,2
2023-07-16,부천(433),0,26.3,24.5,22.8,21.7,87,0,0,2
2023-07-16,울진(130),0,28.4,26.6,23.1,19.6,86.9,0,0,4
2023-07-16,광명(437),0,28.4,26.5,24.8,23.3,86,0,0,2
2023-07-16,구리(569),0,28.4,26.3,24.1,22.4,86,0,0,2
2023-07-16,정읍(245),0,29.4,28,24.7,22.7,85.6,0,0,1
2023-07-16,울릉도(115),0,29,27.5,24.2,21.3,85.6,0,0,1
2023-07-16,전주(146),0,30.6,29.1,25.4,23.3,85.3,0,0,2
2023-07-16,진천(602),0,29.6,28.5,24.9,22.6,85,0,0,2
2023-07-16,청주(131),0,30.1,28.7,25.1,22.7,84.1,0,0,2
2023-07-16,성남(572),0,27.6,25.9,24.1,22.6,84,0,0,2
2023-07-16,청송군(276),0,31.2,30.5,24.5,21.2,84,0,0,1
2023-07-16,인제(211),0,29.2,27.8,24.5,22.6,83.3,0,0,1
2023-07-16,포항(138),0,29.8,28,25.4,24.3,83,0,0,1
2023-07-16,평창(526),0,28.5,27.8,23.1,19.8,83,0,0,1
2023-07-16,원주(114),0,28.6,27.2,24.4,22.4,81.6,0,0,1
2023-07-16,정선군(217),0,29.2,28.2,23.9,21.1,81.3,0,0,1
2023-07-16,간성(517),0,28.4,27.4,24.5,22.7,80,0,0,1
2023-07-16,양구(556),0,29,27.7,24.7,22.5,79,0,0,1
2023-07-16,태백(216),0,28.1,27.5,23.1,20.5,77.3,0,0,1
2023-07-16,삼척(876),0,30.3,29.2,26,22.1,77,0,0,1
2023-07-16,속초(90),0,28.4,28.2,25.3,24,76.9,0,0,1
2023-07-16,양양(670),0,29,27.5,25.9,23.8,76,0,0,1
2023-07-16,북강릉(104),0,28.8,27.9,26.7,23.9,69.4,0,0,1
2023-07-15,제주(184),1,33.7,33.5,30.8,28.4,65.1,1,1,3
2023-07-15,함양군(264),0,30.5,27.1,24.6,22.6,100,0,0,2
2023-07-15,평택(551),0,28.6,25.2,23.9,22.6,100,0,0,2
2023-07-15,울릉도(115),0,27.6,24.3,22.8,21.6,100,0,0,1
2023-07-15,영주(272),0,26.8,23.5,22,20.2,100,0,0,1
2023-07-15,제천(221),0,26.3,23,22.1,20.7,99.8,0,0,1
2023-07-15,문경(273),0,27.6,24.3,23,21.6,99.4,0,0,1
2023-07-15,광주(156),0,30,26.6,24.7,22.2,99,0,0,3
2023-07-15,안성(516),0,28.5,25.2,23.7,22.2,99,0,0,2
2023-07-15,천안(232),0,27.5,24.2,23.1,22,99,0,0,1
2023-07-15,증평(623),0,27.8,24.5,22.8,21.6,99,0,0,1
2023-07-15,영양(801),0,30.2,27.2,23.5,21,99,0,0,1
2023-07-15,홍북(608),0,27.7,24.4,22.8,20.9,99,0,0,1
2023-07-15,동해(106),0,28.5,25.2,22.4,20.2,99,0,0,1
2023-07-15,보은(226),0,27.5,24.4,22.7,20.9,98.9,0,0,1
2023-07-15,흑산도(169),0,28.2,25,23.3,21.3,98.4,0,0,1
2023-07-15,상주(137),0,29.3,26.6,23.9,21.3,98.1,0,0,1
2023-07-15,의정부(532),0,29.3,26,24.5,22.9,98,0,0,2
2023-07-15,파주(99),0,28.7,25.8,23.9,22.7,98,0,0,2
2023-07-15,태안(627),0,27.7,24.5,23.5,22.5,98,0,0,3
2023-07-15,부여(236),0,28.9,25.9,23.8,22.4,98,0,0,1
2023-07-15,여주(548),0,27.4,24.2,23.5,22.1,98,0,0,2
2023-07-15,장성(730),0,28.7,25.7,24.3,21.9,98,0,0,1
2023-07-15,예천(815),0,27.9,24.8,23.1,21.6,98,0,0,1
2023-07-15,김천(822),0,29.7,26.7,23.7,20.9,98,0,0,1
2023-07-15,보령(235),0,28,24.8,23.4,21.9,97.8,0,0,2
2023-07-15,이천(203),0,28,24.8,23.8,22.8,97.5,0,0,2
2023-07-15,봉화(271),0,27,24,21.8,19.8,97.5,0,0,1
2023-07-15,영월(121),0,26.8,23.7,22.3,20.7,97.1,0,0,1
2023-07-15,당진(616),0,28.5,25.3,23.9,22.6,97,0,0,2
2023-07-15,김제(737),0,29,26,24.6,22.5,97,0,0,1
